StockCode,Prediksi_Demand_AI_7Hari,Kontribusi_%,Kumulatif_%,Kategori_ABC,Safety_Stock_Rekomendasi,Rekomendasi_Total_Stok_Gudang
22163,1405,"0,0373%","84,28%",Kelas B (Medium-Moving),87,1492
22098,1403,"0,03724%","84,31%",Kelas B (Medium-Moving),87,1489
23515,1401,"0,03719%","84,35%",Kelas B (Medium-Moving),87,1488
22731,1396,"0,03707%","84,39%",Kelas B (Medium-Moving),87,1483
22533,1396,"0,03704%","84,42%",Kelas B (Medium-Moving),87,1482
21588,1385,"0,03676%","84,46%",Kelas B (Medium-Moving),87,1471
84997A,1383,"0,03671%","84,5%",Kelas B (Medium-Moving),87,1469
22301,1382,"0,03669%","84,53%",Kelas B (Medium-Moving),87,1469
21124,1381,"0,03666%","84,57%",Kelas B (Medium-Moving),87,1468
22208,1380,"0,03662%","84,61%",Kelas B (Medium-Moving),87,1466
22096,1378,"0,03657%","84,64%",Kelas B (Medium-Moving),87,1464
21239,1375,"0,03649%","84,68%",Kelas B (Medium-Moving),87,1461
20675,1373,"0,03646%","84,72%",Kelas B (Medium-Moving),87,1460
21535,1373,"0,03643%","84,75%",Kelas B (Medium-Moving),87,1459
82486,1368,"0,0363%","84,79%",Kelas B (Medium-Moving),87,1454
22754,1367,"0,03629%","84,83%",Kelas B (Medium-Moving),87,1453
16238,1365,"0,03623%","84,86%",Kelas B (Medium-Moving),87,1451
21385,1362,"0,03616%","84,9%",Kelas B (Medium-Moving),87,1449
22920,1360,"0,0361%","84,93%",Kelas B (Medium-Moving),87,1446
23495,1360,"0,0361%","84,97%",Kelas B (Medium-Moving),87,1446
23130,1358,"0,03605%","85,01%",Kelas B (Medium-Moving),87,1445
22296,1356,"0,036%","85,04%",Kelas B (Medium-Moving),87,1443
21090,1356,"0,03598%","85,08%",Kelas B (Medium-Moving),87,1442
23250,1355,"0,03596%","85,11%",Kelas B (Medium-Moving),87,1441
22745,1354,"0,03595%","85,15%",Kelas B (Medium-Moving),87,1441
23096,1352,"0,03589%","85,19%",Kelas B (Medium-Moving),87,1439
22195,1348,"0,03578%","85,22%",Kelas B (Medium-Moving),87,1434
23559,1344,"0,03567%","85,26%",Kelas B (Medium-Moving),87,1430
22188,1343,"0,03565%","85,29%",Kelas B (Medium-Moving),87,1430
23396,1333,"0,03539%","85,33%",Kelas B (Medium-Moving),87,1420
22266,1331,"0,03532%","85,36%",Kelas B (Medium-Moving),87,1417
85071B,1331,"0,03532%","85,4%",Kelas B (Medium-Moving),87,1417
22302,1327,"0,03522%","85,43%",Kelas B (Medium-Moving),87,1413
22156,1314,"0,03488%","85,47%",Kelas B (Medium-Moving),87,1400
48194,1312,"0,03482%","85,5%",Kelas B (Medium-Moving),87,1398
23403,1311,"0,03481%","85,54%",Kelas B (Medium-Moving),87,1398
23512,1308,"0,03471%","85,57%",Kelas B (Medium-Moving),87,1394
21014,1302,"0,03456%","85,61%",Kelas B (Medium-Moving),87,1389
21989,1298,"0,03445%","85,64%",Kelas B (Medium-Moving),87,1384
22810,1297,"0,03443%","85,68%",Kelas B (Medium-Moving),87,1384
23147,1297,"0,03443%","85,71%",Kelas B (Medium-Moving),87,1384
23013,1292,"0,0343%","85,75%",Kelas B (Medium-Moving),87,1379
22735,1287,"0,03416%","85,78%",Kelas B (Medium-Moving),87,1373
22337,1286,"0,03414%","85,81%",Kelas B (Medium-Moving),87,1373
22615,1284,"0,03409%","85,85%",Kelas B (Medium-Moving),87,1371
22047,1278,"0,03392%","85,88%",Kelas B (Medium-Moving),87,1364
23514,1277,"0,0339%","85,92%",Kelas B (Medium-Moving),87,1363
22227,1274,"0,03381%","85,95%",Kelas B (Medium-Moving),87,1360
85178,1271,"0,03372%","85,98%",Kelas B (Medium-Moving),87,1357
22562,1267,"0,03362%","86,02%",Kelas B (Medium-Moving),87,1353
21875,1263,"0,03352%","86,05%",Kelas B (Medium-Moving),87,1349
21544,1259,"0,03342%","86,08%",Kelas B (Medium-Moving),87,1345
22624,1257,"0,03336%","86,12%",Kelas B (Medium-Moving),87,1343
84950,1256,"0,03334%","86,15%",Kelas B (Medium-Moving),87,1342
22644,1256,"0,03333%","86,18%",Kelas B (Medium-Moving),87,1342
22645,1255,"0,0333%","86,22%",Kelas B (Medium-Moving),87,1341
23695,1252,"0,03323%","86,25%",Kelas B (Medium-Moving),87,1338
22748,1244,"0,03302%","86,28%",Kelas B (Medium-Moving),87,1330
22307,1244,"0,03301%","86,32%",Kelas B (Medium-Moving),87,1330
85053,1240,"0,0329%","86,35%",Kelas B (Medium-Moving),87,1326
23598,1232,"0,0327%","86,38%",Kelas B (Medium-Moving),87,1318
20750,1227,"0,03256%","86,42%",Kelas B (Medium-Moving),87,1313
23451,1223,"0,03246%","86,45%",Kelas B (Medium-Moving),87,1309
22755,1222,"0,03244%","86,48%",Kelas B (Medium-Moving),87,1308
21508,1218,"0,03233%","86,51%",Kelas B (Medium-Moving),87,1305
22439,1216,"0,03228%","86,54%",Kelas B (Medium-Moving),87,1302
72817,1203,"0,03194%","86,58%",Kelas B (Medium-Moving),87,1290
21615,1203,"0,03194%","86,61%",Kelas B (Medium-Moving),87,1290
84030E,1203,"0,03193%","86,64%",Kelas B (Medium-Moving),87,1290
23511,1201,"0,03188%","86,67%",Kelas B (Medium-Moving),87,1288
21035,1200,"0,03185%","86,7%",Kelas B (Medium-Moving),87,1287
21621,1195,"0,03171%","86,74%",Kelas B (Medium-Moving),87,1281
22980,1193,"0,03168%","86,77%",Kelas B (Medium-Moving),87,1280
85014B,1192,"0,03164%","86,8%",Kelas B (Medium-Moving),87,1279
22592,1190,"0,03159%","86,83%",Kelas B (Medium-Moving),87,1277
82001S,1190,"0,03158%","86,86%",Kelas B (Medium-Moving),87,1276
23347,1190,"0,03157%","86,89%",Kelas B (Medium-Moving),87,1276
21240,1184,"0,03143%","86,93%",Kelas B (Medium-Moving),87,1271
21402,1184,"0,03142%","86,96%",Kelas B (Medium-Moving),87,1270
23251,1181,"0,03134%","86,99%",Kelas B (Medium-Moving),87,1267
85034B,1179,"0,03129%","87,02%",Kelas B (Medium-Moving),87,1265
22092,1177,"0,03125%","87,05%",Kelas B (Medium-Moving),87,1264
21034,1168,"0,031%","87,08%",Kelas B (Medium-Moving),87,1255
23058,1166,"0,03094%","87,11%",Kelas B (Medium-Moving),87,1252
47559B,1164,"0,0309%","87,14%",Kelas B (Medium-Moving),87,1251
47590B,1160,"0,0308%","87,17%",Kelas B (Medium-Moving),87,1247
22798,1159,"0,03077%","87,21%",Kelas B (Medium-Moving),87,1246
23012,1158,"0,03072%","87,24%",Kelas B (Medium-Moving),87,1244
22567,1156,"0,03069%","87,27%",Kelas B (Medium-Moving),87,1243
21313,1156,"0,03068%","87,3%",Kelas B (Medium-Moving),87,1242
22974,1155,"0,03065%","87,33%",Kelas B (Medium-Moving),87,1241
22978,1153,"0,03059%","87,36%",Kelas B (Medium-Moving),87,1239
23222,1149,"0,03049%","87,39%",Kelas B (Medium-Moving),87,1235
21974,1147,"0,03045%","87,42%",Kelas B (Medium-Moving),87,1234
22537,1147,"0,03043%","87,45%",Kelas B (Medium-Moving),87,1233
22076,1144,"0,03036%","87,48%",Kelas B (Medium-Moving),87,1230
21584,1142,"0,03031%","87,51%",Kelas B (Medium-Moving),87,1229
22906,1138,"0,03019%","87,54%",Kelas B (Medium-Moving),87,1224
23302,1136,"0,03014%","87,57%",Kelas B (Medium-Moving),87,1222
22066,1134,"0,03009%","87,6%",Kelas B (Medium-Moving),87,1220
22535,1132,"0,03004%","87,63%",Kelas B (Medium-Moving),87,1218
21755,1132,"0,03003%","87,66%",Kelas B (Medium-Moving),87,1218
23031,1131,"0,03003%","87,69%",Kelas B (Medium-Moving),87,1218
22413,1131,"0,03002%","87,72%",Kelas B (Medium-Moving),87,1217
23159,1130,"0,02999%","87,75%",Kelas B (Medium-Moving),87,1216
23524,1129,"0,02998%","87,78%",Kelas B (Medium-Moving),87,1216
22938,1129,"0,02995%","87,81%",Kelas B (Medium-Moving),87,1215
21770,1126,"0,02987%","87,84%",Kelas B (Medium-Moving),87,1212
21936,1125,"0,02987%","87,87%",Kelas B (Medium-Moving),87,1212
22670,1124,"0,02984%","87,9%",Kelas B (Medium-Moving),87,1211
22696,1117,"0,02966%","87,93%",Kelas B (Medium-Moving),87,1204
23162,1112,"0,02953%","87,96%",Kelas B (Medium-Moving),87,1199
21558,1111,"0,02949%","87,99%",Kelas B (Medium-Moving),87,1197
46000M,1108,"0,02942%","88,02%",Kelas B (Medium-Moving),87,1195
20985,1103,"0,02927%","88,05%",Kelas B (Medium-Moving),87,1189
22625,1102,"0,02926%","88,08%",Kelas B (Medium-Moving),87,1189
23029,1099,"0,02917%","88,11%",Kelas B (Medium-Moving),87,1186
35967,1095,"0,02906%","88,14%",Kelas B (Medium-Moving),87,1181
22274,1095,"0,02905%","88,16%",Kelas B (Medium-Moving),87,1181
22295,1093,"0,02901%","88,19%",Kelas B (Medium-Moving),87,1180
23224,1093,"0,02901%","88,22%",Kelas B (Medium-Moving),87,1179
84987,1090,"0,02893%","88,25%",Kelas B (Medium-Moving),87,1176
22207,1090,"0,02892%","88,28%",Kelas B (Medium-Moving),87,1176
23287,1084,"0,02877%","88,31%",Kelas B (Medium-Moving),87,1170
22074,1082,"0,02871%","88,34%",Kelas B (Medium-Moving),87,1168
20679,1081,"0,0287%","88,37%",Kelas B (Medium-Moving),87,1168
20956,1081,"0,02869%","88,4%",Kelas B (Medium-Moving),87,1168
22064,1081,"0,02869%","88,42%",Kelas B (Medium-Moving),87,1167
21620,1078,"0,02861%","88,45%",Kelas B (Medium-Moving),87,1165
23156,1076,"0,02855%","88,48%",Kelas B (Medium-Moving),87,1162
85066,1074,"0,0285%","88,51%",Kelas B (Medium-Moving),87,1160
23567,1072,"0,02844%","88,54%",Kelas B (Medium-Moving),87,1158
23006,1068,"0,02834%","88,57%",Kelas B (Medium-Moving),87,1154
22942,1067,"0,02833%","88,59%",Kelas B (Medium-Moving),87,1154
20974,1062,"0,02818%","88,62%",Kelas B (Medium-Moving),87,1148
20749,1062,"0,02817%","88,65%",Kelas B (Medium-Moving),87,1148
22331,1056,"0,02802%","88,68%",Kelas B (Medium-Moving),87,1142
71053,1056,"0,02801%","88,71%",Kelas B (Medium-Moving),87,1142
21123,1054,"0,02798%","88,73%",Kelas B (Medium-Moving),87,1141
22300,1051,"0,0279%","88,76%",Kelas B (Medium-Moving),87,1138
23513,1050,"0,02787%","88,79%",Kelas B (Medium-Moving),87,1137
22508,1046,"0,02777%","88,82%",Kelas B (Medium-Moving),87,1133
23482,1044,"0,02771%","88,85%",Kelas B (Medium-Moving),87,1130
23432,1044,"0,0277%","88,87%",Kelas B (Medium-Moving),87,1130
23691,1040,"0,0276%","88,9%",Kelas B (Medium-Moving),87,1126
21912,1038,"0,02756%","88,93%",Kelas B (Medium-Moving),87,1125
22565,1037,"0,02752%","88,96%",Kelas B (Medium-Moving),87,1123
21843,1037,"0,02751%","88,98%",Kelas B (Medium-Moving),87,1123
21888,1037,"0,02751%","89,01%",Kelas B (Medium-Moving),87,1123
21216,1033,"0,02742%","89,04%",Kelas B (Medium-Moving),87,1120
23424,1033,"0,0274%","89,07%",Kelas B (Medium-Moving),87,1119
21623,1029,"0,02731%","89,09%",Kelas B (Medium-Moving),87,1116
21328,1029,"0,02731%","89,12%",Kelas B (Medium-Moving),87,1115
22079,1026,"0,02723%","89,15%",Kelas B (Medium-Moving),87,1112
23660,1026,"0,02723%","89,18%",Kelas B (Medium-Moving),87,1112
22078,1023,"0,02715%","89,2%",Kelas B (Medium-Moving),87,1109
22587,1021,"0,0271%","89,23%",Kelas B (Medium-Moving),87,1107
21519,1021,"0,02709%","89,26%",Kelas B (Medium-Moving),87,1107
22456,1021,"0,02709%","89,28%",Kelas B (Medium-Moving),87,1107
22210,1017,"0,02698%","89,31%",Kelas B (Medium-Moving),87,1103
22972,1010,"0,0268%","89,34%",Kelas B (Medium-Moving),87,1096
22668,1005,"0,02668%","89,36%",Kelas B (Medium-Moving),87,1092
22026,1005,"0,02667%","89,39%",Kelas B (Medium-Moving),87,1091
84536B,999,"0,02652%","89,42%",Kelas B (Medium-Moving),87,1086
20828,997,"0,02647%","89,44%",Kelas B (Medium-Moving),87,1084
22897,997,"0,02646%","89,47%",Kelas B (Medium-Moving),87,1083
82578,995,"0,02639%","89,5%",Kelas B (Medium-Moving),87,1081
21868,993,"0,02636%","89,52%",Kelas B (Medium-Moving),87,1080
23014,993,"0,02634%","89,55%",Kelas B (Medium-Moving),87,1079
23123,991,"0,0263%","89,58%",Kelas B (Medium-Moving),87,1077
22586,991,"0,0263%","89,6%",Kelas B (Medium-Moving),87,1077
84535B,989,"0,02626%","89,63%",Kelas B (Medium-Moving),87,1076
22695,988,"0,02623%","89,65%",Kelas B (Medium-Moving),87,1075
47504H,986,"0,02616%","89,68%",Kelas B (Medium-Moving),87,1072
22185,985,"0,02614%","89,71%",Kelas B (Medium-Moving),87,1071
22110,985,"0,02613%","89,73%",Kelas B (Medium-Moving),87,1071
23283,984,"0,0261%","89,76%",Kelas B (Medium-Moving),87,1070
23419,983,"0,02608%","89,79%",Kelas B (Medium-Moving),87,1069
21813,979,"0,02598%","89,81%",Kelas B (Medium-Moving),87,1065
23358,977,"0,02594%","89,84%",Kelas B (Medium-Moving),87,1064
21381,977,"0,02593%","89,86%",Kelas B (Medium-Moving),87,1063
21084,975,"0,02589%","89,89%",Kelas B (Medium-Moving),87,1062
23132,975,"0,02588%","89,91%",Kelas B (Medium-Moving),87,1061
22422,975,"0,02587%","89,94%",Kelas B (Medium-Moving),87,1061
22584,972,"0,0258%","89,97%",Kelas B (Medium-Moving),87,1058
21907,972,"0,02579%","89,99%",Kelas B (Medium-Moving),87,1058
23219,972,"0,02579%","90,02%",Kelas C (Slow-Moving),5,977
82600,963,"0,02555%","90,04%",Kelas C (Slow-Moving),5,968
21705,961,"0,02551%","90,07%",Kelas C (Slow-Moving),5,966
72232,961,"0,02549%","90,09%",Kelas C (Slow-Moving),5,966
22955,959,"0,02546%","90,12%",Kelas C (Slow-Moving),5,964
35095B,959,"0,02544%","90,15%",Kelas C (Slow-Moving),5,964
22505,955,"0,02534%","90,17%",Kelas C (Slow-Moving),5,960
85035C,955,"0,02533%","90,2%",Kelas C (Slow-Moving),5,960
23281,954,"0,02533%","90,22%",Kelas C (Slow-Moving),5,959
22171,953,"0,0253%","90,25%",Kelas C (Slow-Moving),5,958
21640,953,"0,02528%","90,27%",Kelas C (Slow-Moving),5,958
22708,952,"0,02527%","90,3%",Kelas C (Slow-Moving),5,957
72349B,952,"0,02526%","90,32%",Kelas C (Slow-Moving),5,957
20674,951,"0,02523%","90,35%",Kelas C (Slow-Moving),5,956
48185,949,"0,02519%","90,37%",Kelas C (Slow-Moving),5,954
21872,949,"0,02519%","90,4%",Kelas C (Slow-Moving),5,954
70007,948,"0,02515%","90,42%",Kelas C (Slow-Moving),5,953
22672,943,"0,02504%","90,45%",Kelas C (Slow-Moving),5,948
23126,940,"0,02494%","90,47%",Kelas C (Slow-Moving),5,945
21832,939,"0,02491%","90,5%",Kelas C (Slow-Moving),5,944
85032B,938,"0,0249%","90,52%",Kelas C (Slow-Moving),5,943
22779,938,"0,0249%","90,55%",Kelas C (Slow-Moving),5,943
23406,930,"0,02469%","90,57%",Kelas C (Slow-Moving),5,935
22753,927,"0,0246%","90,6%",Kelas C (Slow-Moving),5,932
11001,926,"0,02458%","90,62%",Kelas C (Slow-Moving),5,931
21890,925,"0,02456%","90,65%",Kelas C (Slow-Moving),5,930
22299,924,"0,02452%","90,67%",Kelas C (Slow-Moving),5,929
22329,919,"0,02438%","90,7%",Kelas C (Slow-Moving),5,924
21880,917,"0,02433%","90,72%",Kelas C (Slow-Moving),5,922
22746,915,"0,02428%","90,74%",Kelas C (Slow-Moving),5,920
21164,914,"0,02425%","90,77%",Kelas C (Slow-Moving),5,919
22212,911,"0,02417%","90,79%",Kelas C (Slow-Moving),5,916
23398,909,"0,02413%","90,82%",Kelas C (Slow-Moving),5,914
23102,909,"0,02413%","90,84%",Kelas C (Slow-Moving),5,914
21716,907,"0,02408%","90,86%",Kelas C (Slow-Moving),5,912
22604,902,"0,02394%","90,89%",Kelas C (Slow-Moving),5,907
22795,898,"0,02382%","90,91%",Kelas C (Slow-Moving),5,903
23216,897,"0,02382%","90,94%",Kelas C (Slow-Moving),5,902
85049G,895,"0,02376%","90,96%",Kelas C (Slow-Moving),5,900
22131,893,"0,0237%","90,98%",Kelas C (Slow-Moving),5,898
23469,890,"0,02362%","91,01%",Kelas C (Slow-Moving),5,895
22441,889,"0,02358%","91,03%",Kelas C (Slow-Moving),5,894
22956,885,"0,0235%","91,05%",Kelas C (Slow-Moving),5,890
23475,879,"0,02333%","91,08%",Kelas C (Slow-Moving),5,884
23161,878,"0,0233%","91,1%",Kelas C (Slow-Moving),5,883
23697,876,"0,02325%","91,12%",Kelas C (Slow-Moving),5,881
23394,875,"0,02323%","91,15%",Kelas C (Slow-Moving),5,880
21243,874,"0,0232%","91,17%",Kelas C (Slow-Moving),5,879
22982,872,"0,02314%","91,19%",Kelas C (Slow-Moving),5,877
85032A,869,"0,02306%","91,22%",Kelas C (Slow-Moving),5,874
23694,867,"0,02302%","91,24%",Kelas C (Slow-Moving),5,872
22025,866,"0,02299%","91,26%",Kelas C (Slow-Moving),5,871
23397,866,"0,02297%","91,29%",Kelas C (Slow-Moving),5,871
62018,864,"0,02293%","91,31%",Kelas C (Slow-Moving),5,869
22566,864,"0,02292%","91,33%",Kelas C (Slow-Moving),5,869
22654,860,"0,02281%","91,35%",Kelas C (Slow-Moving),5,865
22924,860,"0,02281%","91,38%",Kelas C (Slow-Moving),5,865
21987,859,"0,0228%","91,4%",Kelas C (Slow-Moving),5,864
20961,857,"0,02273%","91,42%",Kelas C (Slow-Moving),5,862
20970,855,"0,02268%","91,45%",Kelas C (Slow-Moving),5,860
23163,853,"0,02263%","91,47%",Kelas C (Slow-Moving),5,858
22947,849,"0,02254%","91,49%",Kelas C (Slow-Moving),5,854
21524,848,"0,02249%","91,51%",Kelas C (Slow-Moving),5,853
35648,847,"0,02248%","91,54%",Kelas C (Slow-Moving),5,852
23536,847,"0,02248%","91,56%",Kelas C (Slow-Moving),5,852
22380,846,"0,02246%","91,58%",Kelas C (Slow-Moving),5,851
20829,842,"0,02236%","91,6%",Kelas C (Slow-Moving),5,847
22917,842,"0,02234%","91,63%",Kelas C (Slow-Moving),5,847
84971S,842,"0,02233%","91,65%",Kelas C (Slow-Moving),5,847
85071A,840,"0,0223%","91,67%",Kelas C (Slow-Moving),5,845
20986,838,"0,02225%","91,69%",Kelas C (Slow-Moving),5,843
22378,838,"0,02225%","91,71%",Kelas C (Slow-Moving),5,843
21844,833,"0,02211%","91,74%",Kelas C (Slow-Moving),5,838
22431,833,"0,02211%","91,76%",Kelas C (Slow-Moving),5,838
23237,832,"0,02207%","91,78%",Kelas C (Slow-Moving),5,837
22811,831,"0,02205%","91,8%",Kelas C (Slow-Moving),5,836
22687,829,"0,022%","91,83%",Kelas C (Slow-Moving),5,834
22403,827,"0,02193%","91,85%",Kelas C (Slow-Moving),5,832
22059,825,"0,02189%","91,87%",Kelas C (Slow-Moving),5,830
21356,823,"0,02185%","91,89%",Kelas C (Slow-Moving),5,828
23226,823,"0,02185%","91,91%",Kelas C (Slow-Moving),5,828
22821,823,"0,02184%","91,93%",Kelas C (Slow-Moving),5,828
21680,823,"0,02184%","91,96%",Kelas C (Slow-Moving),5,828
23080,822,"0,0218%","91,98%",Kelas C (Slow-Moving),5,827
20963,819,"0,02174%","92,0%",Kelas C (Slow-Moving),5,824
22965,816,"0,02166%","92,02%",Kelas C (Slow-Moving),5,821
22896,812,"0,02155%","92,04%",Kelas C (Slow-Moving),5,817
22311,808,"0,02145%","92,06%",Kelas C (Slow-Moving),5,813
21224,806,"0,02139%","92,09%",Kelas C (Slow-Moving),5,811
84406B,806,"0,02139%","92,11%",Kelas C (Slow-Moving),5,811
79066K,803,"0,02132%","92,13%",Kelas C (Slow-Moving),5,808
22984,802,"0,02128%","92,15%",Kelas C (Slow-Moving),5,807
22209,802,"0,02128%","92,17%",Kelas C (Slow-Moving),5,807
22129,799,"0,0212%","92,19%",Kelas C (Slow-Moving),5,804
21065,798,"0,02118%","92,21%",Kelas C (Slow-Moving),5,803
22100,797,"0,02115%","92,23%",Kelas C (Slow-Moving),5,802
48184,795,"0,02108%","92,26%",Kelas C (Slow-Moving),5,800
21012,789,"0,02093%","92,28%",Kelas C (Slow-Moving),5,794
85049H,788,"0,0209%","92,3%",Kelas C (Slow-Moving),5,793
82616B,787,"0,02088%","92,32%",Kelas C (Slow-Moving),5,792
22607,777,"0,02063%","92,34%",Kelas C (Slow-Moving),5,782
21428,776,"0,02059%","92,36%",Kelas C (Slow-Moving),5,781
22371,774,"0,02054%","92,38%",Kelas C (Slow-Moving),5,779
22613,773,"0,0205%","92,4%",Kelas C (Slow-Moving),5,778
70006,770,"0,02044%","92,42%",Kelas C (Slow-Moving),5,775
22550,770,"0,02043%","92,44%",Kelas C (Slow-Moving),5,775
23543,770,"0,02043%","92,46%",Kelas C (Slow-Moving),5,775
22591,765,"0,02031%","92,48%",Kelas C (Slow-Moving),5,770
23481,765,"0,02031%","92,5%",Kelas C (Slow-Moving),5,770
22211,765,"0,0203%","92,52%",Kelas C (Slow-Moving),5,770
22752,765,"0,0203%","92,54%",Kelas C (Slow-Moving),5,770
23550,762,"0,02021%","92,56%",Kelas C (Slow-Moving),5,767
72351A,761,"0,02019%","92,58%",Kelas C (Slow-Moving),5,766
37448,761,"0,02018%","92,6%",Kelas C (Slow-Moving),5,766
16225,759,"0,02014%","92,62%",Kelas C (Slow-Moving),5,764
22545,756,"0,02007%","92,64%",Kelas C (Slow-Moving),5,761
21804,755,"0,02005%","92,66%",Kelas C (Slow-Moving),5,760
22070,754,"0,02002%","92,68%",Kelas C (Slow-Moving),5,759
22916,753,"0,01999%","92,7%",Kelas C (Slow-Moving),5,758
22623,752,"0,01996%","92,72%",Kelas C (Slow-Moving),5,757
23131,751,"0,01993%","92,74%",Kelas C (Slow-Moving),5,756
23155,750,"0,0199%","92,76%",Kelas C (Slow-Moving),5,755
16048,748,"0,01986%","92,78%",Kelas C (Slow-Moving),5,753
22918,747,"0,01983%","92,8%",Kelas C (Slow-Moving),5,752
21718,747,"0,01982%","92,82%",Kelas C (Slow-Moving),5,752
22774,744,"0,01974%","92,84%",Kelas C (Slow-Moving),5,749
22807,743,"0,01972%","92,86%",Kelas C (Slow-Moving),5,748
20682,742,"0,01968%","92,88%",Kelas C (Slow-Moving),5,747
23048,741,"0,01966%","92,9%",Kelas C (Slow-Moving),5,746
35646,740,"0,01964%","92,92%",Kelas C (Slow-Moving),5,745
23457,739,"0,01962%","92,94%",Kelas C (Slow-Moving),5,744
22279,737,"0,01956%","92,96%",Kelas C (Slow-Moving),5,742
23525,737,"0,01955%","92,98%",Kelas C (Slow-Moving),5,742
16161U,736,"0,01953%","93,0%",Kelas C (Slow-Moving),5,741
72351B,733,"0,01946%","93,02%",Kelas C (Slow-Moving),5,738
84006,730,"0,01938%","93,04%",Kelas C (Slow-Moving),5,735
22801,725,"0,01924%","93,06%",Kelas C (Slow-Moving),5,730
21068,725,"0,01923%","93,08%",Kelas C (Slow-Moving),5,730
22170,722,"0,01916%","93,1%",Kelas C (Slow-Moving),5,727
23401,721,"0,01913%","93,12%",Kelas C (Slow-Moving),5,726
21504,720,"0,01909%","93,13%",Kelas C (Slow-Moving),5,725
21679,716,"0,01899%","93,15%",Kelas C (Slow-Moving),5,721
22191,715,"0,01897%","93,17%",Kelas C (Slow-Moving),5,720
22483,714,"0,01894%","93,19%",Kelas C (Slow-Moving),5,719
22193,713,"0,01891%","93,21%",Kelas C (Slow-Moving),5,718
23542,711,"0,01886%","93,23%",Kelas C (Slow-Moving),5,716
22784,708,"0,01878%","93,25%",Kelas C (Slow-Moving),5,713
22327,706,"0,01874%","93,27%",Kelas C (Slow-Moving),5,711
23517,703,"0,01866%","93,29%",Kelas C (Slow-Moving),5,708
23458,702,"0,01864%","93,3%",Kelas C (Slow-Moving),5,707
21714,702,"0,01862%","93,32%",Kelas C (Slow-Moving),5,707
23461,699,"0,01855%","93,34%",Kelas C (Slow-Moving),5,704
23527,695,"0,01844%","93,36%",Kelas C (Slow-Moving),5,700
22271,695,"0,01844%","93,38%",Kelas C (Slow-Moving),5,700
23239,695,"0,01843%","93,4%",Kelas C (Slow-Moving),5,700
23335,695,"0,01843%","93,42%",Kelas C (Slow-Moving),5,700
22747,694,"0,01841%","93,43%",Kelas C (Slow-Moving),5,699
85071C,694,"0,01841%","93,45%",Kelas C (Slow-Moving),5,699
85014A,693,"0,01839%","93,47%",Kelas C (Slow-Moving),5,698
16011,692,"0,01836%","93,49%",Kelas C (Slow-Moving),5,697
85231B,692,"0,01836%","93,51%",Kelas C (Slow-Moving),5,697
22671,689,"0,01827%","93,53%",Kelas C (Slow-Moving),5,694
23255,688,"0,01825%","93,54%",Kelas C (Slow-Moving),5,693
22780,686,"0,0182%","93,56%",Kelas C (Slow-Moving),5,691
22773,686,"0,0182%","93,58%",Kelas C (Slow-Moving),5,691
21329,685,"0,01819%","93,6%",Kelas C (Slow-Moving),5,690
16054,685,"0,01818%","93,62%",Kelas C (Slow-Moving),5,690
21327,685,"0,01818%","93,63%",Kelas C (Slow-Moving),5,690
84510A,683,"0,01811%","93,65%",Kelas C (Slow-Moving),5,688
22589,682,"0,01811%","93,67%",Kelas C (Slow-Moving),5,687
23218,682,"0,01811%","93,69%",Kelas C (Slow-Moving),5,687
22478,681,"0,01807%","93,71%",Kelas C (Slow-Moving),5,686
22230,681,"0,01807%","93,72%",Kelas C (Slow-Moving),5,686
23479,681,"0,01807%","93,74%",Kelas C (Slow-Moving),5,686
85036C,677,"0,01797%","93,76%",Kelas C (Slow-Moving),5,682
22692,677,"0,01796%","93,78%",Kelas C (Slow-Moving),5,682
21878,677,"0,01795%","93,8%",Kelas C (Slow-Moving),5,682
22396,674,"0,01788%","93,81%",Kelas C (Slow-Moving),5,679
85176,673,"0,01786%","93,83%",Kelas C (Slow-Moving),5,678
22231,668,"0,01771%","93,85%",Kelas C (Slow-Moving),5,673
22637,667,"0,01769%","93,87%",Kelas C (Slow-Moving),5,672
22975,667,"0,01769%","93,89%",Kelas C (Slow-Moving),5,672
22805,666,"0,01768%","93,9%",Kelas C (Slow-Moving),5,671
21259,666,"0,01766%","93,92%",Kelas C (Slow-Moving),5,671
22650,664,"0,01763%","93,94%",Kelas C (Slow-Moving),5,669
85032C,662,"0,01755%","93,96%",Kelas C (Slow-Moving),5,667
22776,659,"0,01749%","93,97%",Kelas C (Slow-Moving),5,664
21533,658,"0,01747%","93,99%",Kelas C (Slow-Moving),5,663
21126,658,"0,01745%","94,01%",Kelas C (Slow-Moving),5,663
22905,657,"0,01743%","94,03%",Kelas C (Slow-Moving),5,662
21988,656,"0,01741%","94,04%",Kelas C (Slow-Moving),5,661
22190,656,"0,01741%","94,06%",Kelas C (Slow-Moving),5,661
22922,655,"0,01738%","94,08%",Kelas C (Slow-Moving),5,660
20733,652,"0,01729%","94,1%",Kelas C (Slow-Moving),5,657
22986,651,"0,01727%","94,11%",Kelas C (Slow-Moving),5,656
22175,649,"0,01722%","94,13%",Kelas C (Slow-Moving),5,654
21744,648,"0,0172%","94,15%",Kelas C (Slow-Moving),5,653
84212,647,"0,01716%","94,16%",Kelas C (Slow-Moving),5,652
21947,641,"0,017%","94,18%",Kelas C (Slow-Moving),5,646
23127,640,"0,01699%","94,2%",Kelas C (Slow-Moving),5,645
